loop,addresses_generated,predictions_submitted,correct_predictions,incorrect_predictions,missing_predictions,extra_predictions,accuracy,coverage,cache_hits,cache_misses,predictor_runtime,simulation_runtime,workload_runtime,memory_bytes,energy
766,1024,1024,292,732,0,0,28.515625,100.000000,145,879,0.011995,0.000132,0.004997,8192,4642.400000
767,1024,1024,301,723,0,0,29.394531,100.000000,149,875,0.013495,0.000232,0.005006,8192,4626.400000
768,1024,1024,278,746,0,0,27.148438,100.000000,148,876,0.015400,0.000181,0.013289,8192,4630.400000
769,1024,1024,290,734,0,0,28.320312,100.000000,157,867,0.014259,0.000230,0.006339,8192,4594.400000
770,1024,1024,295,729,0,0,28.808594,100.000000,154,870,0.015114,0.000160,0.005033,8192,4606.400000
771,1024,1024,288,736,0,0,28.125000,100.000000,143,881,0.012870,0.000157,0.006576,8192,4650.400000
772,1024,1024,283,741,0,0,27.636719,100.000000,140,884,0.013070,0.000151,0.005279,8192,4662.400000
773,1024,1024,294,730,0,0,28.710938,100.000000,147,877,0.012686,0.000153,0.005228,8192,4634.400000
774,1024,1024,279,745,0,0,27.246094,100.000000,154,870,0.013910,0.000147,0.005581,8192,4606.400000
775,1024,1024,284,740,0,0,27.734375,100.000000,151,873,0.012730,0.000142,0.004613,8192,4618.400000
776,1024,1024,298,726,0,0,29.101562,100.000000,141,883,0.011415,0.000148,0.005202,8192,4658.400000
777,1024,1024,288,736,0,0,28.125000,100.000000,146,878,0.013191,0.000156,0.005652,8192,4638.400000
778,1024,1024,284,740,0,0,27.734375,100.000000,161,863,0.012555,0.000184,0.005347,8192,4578.400000
779,1024,1024,284,740,0,0,27.734375,100.000000,149,875,0.013718,0.000147,0.005900,8192,4626.400000
780,1024,1024,281,743,0,0,27.441406,100.000000,142,882,0.012274,0.000147,0.005508,8192,4654.400000
781,1024,1024,286,738,0,0,27.929688,100.000000,150,874,0.013411,0.000135,0.005337,8192,4622.400000
782,1024,1024,297,727,0,0,29.003906,100.000000,158,866,0.012634,0.000294,0.006352,8192,4590.400000
783,1024,1024,289,735,0,0,28.222656,100.000000,136,888,0.012236,0.000139,0.005557,8192,4678.400000
784,1024,1024,290,734,0,0,28.320312,100.000000,153,871,0.012955,0.000141,0.004929,8192,4610.400000
785,1024,1024,284,740,0,0,27.734375,100.000000,151,873,0.013225,0.000138,0.005683,8192,4618.400000
786,1024,1024,293,731,0,0,28.613281,100.000000,150,874,0.011464,0.000141,0.004823,8192,4622.400000
787,1024,1024,290,734,0,0,28.320312,100.000000,142,882,0.012286,0.000130,0.004989,8192,4654.400000
788,1024,1024,286,738,0,0,27.929688,100.000000,143,881,0.012213,0.000310,0.005404,8192,4650.400000
789,1024,1024,292,732,0,0,28.515625,100.000000,154,870,0.013064,0.000146,0.005494,8192,4606.400000
790,1024,1024,282,742,0,0,27.539062,100.000000,157,867,0.012594,0.000148,0.004938,8192,4594.400000
791,1024,1024,290,734,0,0,28.320312,100.000000,126,898,0.013429,0.000152,0.005518,8192,4718.400000
792,1024,1024,294,730,0,0,28.710938,100.000000,150,874,0.013968,0.000161,0.004877,8192,4622.400000
793,1024,1024,293,731,0,0,28.613281,100.000000,151,873,0.013567,0.000193,0.005283,8192,4618.400000
794,1024,1024,289,735,0,0,28.222656,100.000000,169,855,0.013582,0.000154,0.005573,8192,4546.400000
795,1024,1024,288,736,0,0,28.125000,100.000000,146,878,0.014247,0.000225,0.005902,8192,4638.400000
796,1024,1024,284,740,0,0,27.734375,100.000000,159,865,0.014053,0.000331,0.005737,8192,4586.400000
797,1024,1024,290,734,0,0,28.320312,100.000000,140,884,0.012534,0.000152,0.006020,8192,4662.400000
798,1024,1024,282,742,0,0,27.539062,100.000000,135,889,0.012467,0.000151,0.004696,8192,4682.400000
799,1024,1024,286,738,0,0,27.929688,100.000000,155,869,0.013958,0.000533,0.005388,8192,4602.400000
800,1024,1024,291,733,0,0,28.417969,100.000000,136,888,0.013065,0.000139,0.006191,8192,4678.400000
801,1024,1024,293,731,0,0,28.613281,100.000000,148,876,0.012643,0.000142,0.005262,8192,4630.400000
802,1024,1024,286,738,0,0,27.929688,100.000000,153,871,0.014001,0.000149,0.007145,8192,4610.400000
803,1024,1024,295,729,0,0,28.808594,100.000000,155,869,0.012433,0.000320,0.005755,8192,4602.400000
804,1024,1024,283,741,0,0,27.636719,100.000000,143,881,0.012179,0.000130,0.005866,8192,4650.400000
805,1024,1024,282,742,0,0,27.539062,100.000000,141,883,0.013953,0.000134,0.006061,8192,4658.400000
806,1024,1024,284,740,0,0,27.734375,100.000000,146,878,0.014288,0.000145,0.006068,8192,4638.400000
807,1024,1024,283,741,0,0,27.636719,100.000000,145,879,0.012642,0.000135,0.004799,8192,4642.400000
808,1024,1024,285,739,0,0,27.832031,100.000000,133,891,0.013273,0.000135,0.005383,8192,4690.400000
809,1024,1024,285,739,0,0,27.832031,100.000000,144,880,0.011276,0.000297,0.004636,8192,4646.400000
810,1024,1024,292,732,0,0,28.515625,100.000000,140,884,0.012616,0.000137,0.004593,8192,4662.400000
811,1024,1024,279,745,0,0,27.246094,100.000000,162,862,0.012895,0.000134,0.006499,8192,4574.400000
812,1024,1024,285,739,0,0,27.832031,100.000000,154,870,0.012841,0.000399,0.005696,8192,4606.400000
813,1024,1024,284,740,0,0,27.734375,100.000000,143,881,0.012684,0.000149,0.005230,8192,4650.400000
814,1024,1024,281,743,0,0,27.441406,100.000000,141,883,0.011795,0.000132,0.005406,8192,4658.400000
815,1024,1024,288,736,0,0,28.125000,100.000000,166,858,0.012119,0.000133,0.005152,8192,4558.400000
816,1024,1024,297,727,0,0,29.003906,100.000000,149,875,0.012536,0.000205,0.004949,8192,4626.400000
817,1024,1024,283,741,0,0,27.636719,100.000000,151,873,0.013701,0.000161,0.005267,8192,4618.400000
818,1024,1024,291,733,0,0,28.417969,100.000000,143,881,0.012998,0.000301,0.006410,8192,4650.400000
819,1024,1024,276,748,0,0,26.953125,100.000000,145,879,0.012776,0.000199,0.005310,8192,4642.400000
820,1024,1024,279,745,0,0,27.246094,100.000000,155,869,0.013555,0.000158,0.005761,8192,4602.400000
821,1024,1024,276,748,0,0,26.953125,100.000000,154,870,0.012888,0.000153,0.005953,8192,4606.400000
822,1024,1024,282,742,0,0,27.539062,100.000000,164,860,0.012516,0.000160,0.004917,8192,4566.400000
823,1024,1024,292,732,0,0,28.515625,100.000000,169,855,0.013049,0.000172,0.005779,8192,4546.400000
824,1024,1024,294,730,0,0,28.710938,100.000000,140,884,0.013143,0.000154,0.005806,8192,4662.400000
825,1024,1024,289,735,0,0,28.222656,100.000000,162,862,0.011658,0.000147,0.005249,8192,4574.400000
826,1024,1024,282,742,0,0,27.539062,100.000000,154,870,0.013383,0.000283,0.005128,8192,4606.400000
827,1024,1024,281,743,0,0,27.441406,100.000000,153,871,0.013882,0.000153,0.005739,8192,4610.400000
828,1024,1024,284,740,0,0,27.734375,100.000000,132,892,0.012434,0.000294,0.005592,8192,4694.400000
829,1024,1024,288,736,0,0,28.125000,100.000000,136,888,0.012953,0.000137,0.005205,8192,4678.400000
830,1024,1024,290,734,0,0,28.320312,100.000000,139,885,0.012329,0.000133,0.005677,8192,4666.400000
831,1024,1024,294,730,0,0,28.710938,100.000000,152,872,0.012951,0.000136,0.006657,8192,4614.400000
832,1024,1024,292,732,0,0,28.515625,100.000000,154,870,0.012675,0.000131,0.006287,8192,4606.400000
833,1024,1024,279,745,0,0,27.246094,100.000000,146,878,0.011848,0.000136,0.004104,8192,4638.400000
834,1024,1024,289,735,0,0,28.222656,100.000000,142,882,0.011226,0.000132,0.005564,8192,4654.400000
835,1024,1024,283,741,0,0,27.636719,100.000000,154,870,0.013235,0.000144,0.005516,8192,4606.400000
836,1024,1024,287,737,0,0,28.027344,100.000000,153,871,0.011302,0.000134,0.006022,8192,4610.400000
837,1024,1024,289,735,0,0,28.222656,100.000000,130,894,0.011434,0.000136,0.006155,8192,4702.400000
838,1024,1024,296,728,0,0,28.906250,100.000000,144,880,0.012433,0.000299,0.006369,8192,4646.400000
839,1024,1024,292,732,0,0,28.515625,100.000000,146,878,0.012049,0.000135,0.005195,8192,4638.400000
840,1024,1024,295,729,0,0,28.808594,100.000000,149,875,0.013642,0.000143,0.006417,8192,4626.400000
841,1024,1024,289,735,0,0,28.222656,100.000000,176,848,0.013938,0.000147,0.004962,8192,4518.400000
842,1024,1024,281,743,0,0,27.441406,100.000000,161,863,0.013797,0.000168,0.006225,8192,4578.400000
843,1024,1024,287,737,0,0,28.027344,100.000000,164,860,0.013851,0.000169,0.006521,8192,4566.400000
844,1024,1024,288,736,0,0,28.125000,100.000000,138,886,0.013636,0.000152,0.005808,8192,4670.400000
845,1024,1024,285,739,0,0,27.832031,100.000000,153,871,0.014667,0.000156,0.005704,8192,4610.400000
846,1024,1024,278,746,0,0,27.148438,100.000000,167,857,0.013166,0.000246,0.006177,8192,4554.400000
847,1024,1024,284,740,0,0,27.734375,100.000000,147,877,0.011538,0.000164,0.005669,8192,4634.400000
848,1024,1024,287,737,0,0,28.027344,100.000000,152,872,0.014021,0.000184,0.005196,8192,4614.400000
849,1024,1024,285,739,0,0,27.832031,100.000000,161,863,0.013544,0.000201,0.005601,8192,4578.400000
850,1024,1024,289,735,0,0,28.222656,100.000000,159,865,0.013144,0.000148,0.005813,8192,4586.400000
851,1024,1024,287,737,0,0,28.027344,100.000000,148,876,0.011814,0.000152,0.005152,8192,4630.400000
852,1024,1024,292,732,0,0,28.515625,100.000000,150,874,0.012189,0.000146,0.005179,8192,4622.400000
853,1024,1024,283,741,0,0,27.636719,100.000000,162,862,0.011590,0.000146,0.005881,8192,4574.400000
854,1024,1024,291,733,0,0,28.417969,100.000000,145,879,0.013704,0.000139,0.005348,8192,4642.400000
855,1024,1024,283,741,0,0,27.636719,100.000000,149,875,0.012588,0.000128,0.005358,8192,4626.400000
856,1024,1024,295,729,0,0,28.808594,100.000000,151,873,0.014516,0.000140,0.005047,8192,4618.400000
857,1024,1024,291,733,0,0,28.417969,100.000000,180,844,0.011516,0.000138,0.005194,8192,4502.400000
858,1024,1024,284,740,0,0,27.734375,100.000000,159,865,0.011248,0.000127,0.005563,8192,4586.400000
859,1024,1024,285,739,0,0,27.832031,100.000000,149,875,0.012867,0.000129,0.004565,8192,4626.400000
860,1024,1024,286,738,0,0,27.929688,100.000000,160,864,0.011925,0.000146,0.005151,8192,4582.400000
861,1024,1024,278,746,0,0,27.148438,100.000000,152,872,0.011467,0.000192,0.005127,8192,4614.400000
862,1024,1024,290,734,0,0,28.320312,100.000000,157,867,0.013133,0.000162,0.005699,8192,4594.400000
863,1024,1024,282,742,0,0,27.539062,100.000000,152,872,0.014943,0.000163,0.006378,8192,4614.400000
864,1024,1024,291,733,0,0,28.417969,100.000000,139,885,0.012842,0.000141,0.005935,8192,4666.400000
865,1024,1024,285,739,0,0,27.832031,100.000000,153,871,0.013163,0.000298,0.005171,8192,4610.400000
866,1024,1024,281,743,0,0,27.441406,100.000000,125,899,0.013114,0.000147,0.006090,8192,4722.400000
867,1024,1024,288,736,0,0,28.125000,100.000000,175,849,0.014188,0.000147,0.006429,8192,4522.400000
868,1024,1024,296,728,0,0,28.906250,100.000000,148,876,0.012489,0.000144,0.005263,8192,4630.400000
869,1024,1024,281,743,0,0,27.441406,100.000000,169,855,0.013698,0.000144,0.005756,8192,4546.400000
870,1024,1024,284,740,0,0,27.734375,100.000000,153,871,0.013551,0.000143,0.006371,8192,4610.400000
871,1024,1024,290,734,0,0,28.320312,100.000000,153,871,0.012352,0.000140,0.005497,8192,4610.400000
872,1024,1024,299,725,0,0,29.199219,100.000000,163,861,0.012031,0.000243,0.005479,8192,4570.400000
873,1024,1024,301,723,0,0,29.394531,100.000000,161,863,0.011984,0.000140,0.005350,8192,4578.400000
874,1024,1024,289,735,0,0,28.222656,100.000000,145,879,0.011497,0.000279,0.004355,8192,4642.400000
875,1024,1024,283,741,0,0,27.636719,100.000000,154,870,0.012067,0.000319,0.004988,8192,4606.400000
876,1024,1024,288,736,0,0,28.125000,100.000000,146,878,0.012979,0.000145,0.004974,8192,4638.400000
877,1024,1024,282,742,0,0,27.539062,100.000000,176,848,0.013717,0.000281,0.005832,8192,4518.400000
878,1024,1024,294,730,0,0,28.710938,100.000000,167,857,0.012596,0.000182,0.004674,8192,4554.400000
879,1024,1024,292,732,0,0,28.515625,100.000000,152,872,0.012389,0.000176,0.004893,8192,4614.400000
880,1024,1024,286,738,0,0,27.929688,100.000000,143,881,0.011717,0.000152,0.005920,8192,4650.400000
881,1024,1024,283,741,0,0,27.636719,100.000000,162,862,0.012392,0.000148,0.005595,8192,4574.400000
882,1024,1024,289,735,0,0,28.222656,100.000000,145,879,0.013550,0.000345,0.005567,8192,4642.400000
883,1024,1024,287,737,0,0,28.027344,100.000000,145,879,0.013722,0.000184,0.005168,8192,4642.400000
884,1024,1024,279,745,0,0,27.246094,100.000000,147,877,0.013475,0.000153,0.005851,8192,4634.400000
885,1024,1024,294,730,0,0,28.710938,100.000000,168,856,0.013511,0.000135,0.005174,8192,4550.400000
886,1024,1024,292,732,0,0,28.515625,100.000000,153,871,0.012732,0.000144,0.004929,8192,4610.400000
887,1024,1024,284,740,0,0,27.734375,100.000000,149,875,0.013562,0.000232,0.004270,8192,4626.400000
888,1024,1024,283,741,0,0,27.636719,100.000000,154,870,0.015374,0.000136,0.005983,8192,4606.400000
889,1024,1024,284,740,0,0,27.734375,100.000000,149,875,0.013086,0.000275,0.006236,8192,4626.400000
890,1024,1024,297,727,0,0,29.003906,100.000000,165,859,0.013891,0.000134,0.005021,8192,4562.400000
891,1024,1024,289,735,0,0,28.222656,100.000000,143,881,0.014512,0.000208,0.006590,8192,4650.400000
892,1024,1024,285,739,0,0,27.832031,100.000000,141,883,0.013124,0.000130,0.006355,8192,4658.400000
893,1024,1024,292,732,0,0,28.515625,100.000000,146,878,0.011656,0.000186,0.005399,8192,4638.400000
894,1024,1024,282,742,0,0,27.539062,100.000000,161,863,0.012821,0.000167,0.004586,8192,4578.400000
895,1024,1024,291,733,0,0,28.417969,100.000000,155,869,0.013553,0.000157,0.005505,8192,4602.400000
896,1024,1024,284,740,0,0,27.734375,100.000000,160,864,0.012221,0.000148,0.006350,8192,4582.400000
897,1024,1024,284,740,0,0,27.734375,100.000000,149,875,0.012794,0.000144,0.005174,8192,4626.400000
898,1024,1024,280,744,0,0,27.343750,100.000000,148,876,0.012338,0.000179,0.005259,8192,4630.400000
899,1024,1024,283,741,0,0,27.636719,100.000000,130,894,0.012320,0.000184,0.005780,8192,4702.400000
900,1024,1024,289,735,0,0,28.222656,100.000000,166,858,0.012168,0.000325,0.005369,8192,4558.400000
901,1024,1024,289,735,0,0,28.222656,100.000000,151,873,0.013336,0.000260,0.005962,8192,4618.400000
902,1024,1024,296,728,0,0,28.906250,100.000000,157,867,0.014320,0.000198,0.005675,8192,4594.400000
903,1024,1024,288,736,0,0,28.125000,100.000000,160,864,0.014485,0.000295,0.005959,8192,4582.400000
904,1024,1024,302,722,0,0,29.492188,100.000000,159,865,0.013150,0.000148,0.005957,8192,4586.400000
905,1024,1024,280,744,0,0,27.343750,100.000000,159,865,0.012271,0.000168,0.005283,8192,4586.400000
906,1024,1024,277,747,0,0,27.050781,100.000000,139,885,0.014363,0.000164,0.005414,8192,4666.400000
907,1024,1024,285,739,0,0,27.832031,100.000000,124,900,0.012876,0.000236,0.005985,8192,4726.400000
908,1024,1024,292,732,0,0,28.515625,100.000000,160,864,0.014696,0.000127,0.004446,8192,4582.400000
909,1024,1024,279,745,0,0,27.246094,100.000000,141,883,0.011654,0.000133,0.005184,8192,4658.400000
910,1024,1024,286,738,0,0,27.929688,100.000000,165,859,0.012264,0.000277,0.004899,8192,4562.400000
911,1024,1024,295,729,0,0,28.808594,100.000000,151,873,0.016424,0.000177,0.006680,8192,4618.400000
912,1024,1024,292,732,0,0,28.515625,100.000000,152,872,0.014460,0.000214,0.007019,8192,4614.400000
913,1024,1024,282,742,0,0,27.539062,100.000000,133,891,0.014197,0.000179,0.006253,8192,4690.400000
914,1024,1024,278,746,0,0,27.148438,100.000000,151,873,0.013377,0.000144,0.005921,8192,4618.400000
915,1024,1024,292,732,0,0,28.515625,100.000000,159,865,0.013740,0.000146,0.005965,8192,4586.400000
916,1024,1024,296,728,0,0,28.906250,100.000000,147,877,0.011580,0.000143,0.006609,8192,4634.400000
917,1024,1024,294,730,0,0,28.710938,100.000000,144,880,0.012919,0.000235,0.005042,8192,4646.400000
918,1024,1024,297,727,0,0,29.003906,100.000000,156,868,0.013496,0.000170,0.005538,8192,4598.400000
919,1024,1024,290,734,0,0,28.320312,100.000000,175,849,0.013973,0.000209,0.006052,8192,4522.400000
920,1024,1024,284,740,0,0,27.734375,100.000000,153,871,0.014201,0.000215,0.005864,8192,4610.400000
921,1024,1024,292,732,0,0,28.515625,100.000000,152,872,0.015731,0.000163,0.006092,8192,4614.400000
922,1024,1024,282,742,0,0,27.539062,100.000000,170,854,0.015539,0.000261,0.005724,8192,4542.400000
923,1024,1024,291,733,0,0,28.417969,100.000000,175,849,0.014805,0.000270,0.005712,8192,4522.400000
924,1024,1024,278,746,0,0,27.148438,100.000000,140,884,0.013881,0.000172,0.005826,8192,4662.400000
925,1024,1024,286,738,0,0,27.929688,100.000000,150,874,0.014049,0.000171,0.006461,8192,4622.400000
926,1024,1024,295,729,0,0,28.808594,100.000000,145,879,0.014414,0.000168,0.005952,8192,4642.400000
927,1024,1024,279,745,0,0,27.246094,100.000000,143,881,0.012816,0.000157,0.005776,8192,4650.400000
928,1024,1024,282,742,0,0,27.539062,100.000000,157,867,0.014366,0.000316,0.005377,8192,4594.400000
929,1024,1024,284,740,0,0,27.734375,100.000000,153,871,0.012384,0.000128,0.005304,8192,4610.400000
930,1024,1024,292,732,0,0,28.515625,100.000000,145,879,0.012471,0.000130,0.006845,8192,4642.400000
931,1024,1024,283,741,0,0,27.636719,100.000000,163,861,0.013662,0.000131,0.004637,8192,4570.400000
932,1024,1024,295,729,0,0,28.808594,100.000000,155,869,0.012867,0.000137,0.004899,8192,4602.400000
933,1024,1024,274,750,0,0,26.757812,100.000000,151,873,0.012885,0.000291,0.004051,8192,4618.400000
934,1024,1024,289,735,0,0,28.222656,100.000000,158,866,0.012254,0.000153,0.005954,8192,4590.400000
935,1024,1024,289,735,0,0,28.222656,100.000000,174,850,0.012990,0.000155,0.005295,8192,4526.400000
936,1024,1024,290,734,0,0,28.320312,100.000000,135,889,0.011662,0.000129,0.006124,8192,4682.400000
937,1024,1024,280,744,0,0,27.343750,100.000000,142,882,0.012952,0.000137,0.004270,8192,4654.400000
938,1024,1024,285,739,0,0,27.832031,100.000000,146,878,0.013013,0.000137,0.004356,8192,4638.400000
939,1024,1024,285,739,0,0,27.832031,100.000000,147,877,0.012670,0.000135,0.005656,8192,4634.400000
940,1024,1024,293,731,0,0,28.613281,100.000000,135,889,0.011309,0.000126,0.006204,8192,4682.400000
941,1024,1024,290,734,0,0,28.320312,100.000000,138,886,0.012464,0.000324,0.005569,8192,4670.400000
942,1024,1024,291,733,0,0,28.417969,100.000000,140,884,0.011643,0.000136,0.005693,8192,4662.400000
943,1024,1024,284,740,0,0,27.734375,100.000000,148,876,0.012570,0.000285,0.005472,8192,4630.400000
944,1024,1024,284,740,0,0,27.734375,100.000000,147,877,0.013144,0.000118,0.005139,8192,4634.400000
945,1024,1024,281,743,0,0,27.441406,100.000000,158,866,0.012156,0.000125,0.004460,8192,4590.400000
946,1024,1024,283,741,0,0,27.636719,100.000000,147,877,0.013168,0.000127,0.006044,8192,4634.400000
947,1024,1024,284,740,0,0,27.734375,100.000000,153,871,0.012857,0.000145,0.004622,8192,4610.400000
948,1024,1024,286,738,0,0,27.929688,100.000000,146,878,0.012415,0.000293,0.005686,8192,4638.400000
949,1024,1024,293,731,0,0,28.613281,100.000000,170,854,0.012453,0.000127,0.005158,8192,4542.400000
950,1024,1024,293,731,0,0,28.613281,100.000000,159,865,0.011636,0.000336,0.004863,8192,4586.400000
951,1024,1024,285,739,0,0,27.832031,100.000000,134,890,0.011947,0.000216,0.005847,8192,4686.400000
952,1024,1024,282,742,0,0,27.539062,100.000000,142,882,0.011218,0.000117,0.005221,8192,4654.400000
953,1024,1024,295,729,0,0,28.808594,100.000000,123,901,0.011604,0.000124,0.005922,8192,4730.400000
954,1024,1024,280,744,0,0,27.343750,100.000000,146,878,0.011417,0.000120,0.005246,8192,4638.400000
955,1024,1024,286,738,0,0,27.929688,100.000000,146,878,0.013202,0.000309,0.005719,8192,4638.400000
956,1024,1024,287,737,0,0,28.027344,100.000000,147,877,0.011674,0.000134,0.006712,8192,4634.400000
957,1024,1024,286,738,0,0,27.929688,100.000000,126,898,0.013527,0.000159,0.006128,8192,4718.400000
958,1024,1024,277,747,0,0,27.050781,100.000000,156,868,0.012305,0.000123,0.005165,8192,4598.400000
959,1024,1024,293,731,0,0,28.613281,100.000000,151,873,0.010665,0.000297,0.004846,8192,4618.400000
960,1024,1024,281,743,0,0,27.441406,100.000000,142,882,0.012541,0.000285,0.004857,8192,4654.400000
961,1024,1024,280,744,0,0,27.343750,100.000000,143,881,0.012093,0.000255,0.005147,8192,4650.400000
962,1024,1024,287,737,0,0,28.027344,100.000000,168,856,0.012636,0.000137,0.005499,8192,4550.400000
963,1024,1024,283,741,0,0,27.636719,100.000000,166,858,0.011635,0.000278,0.005370,8192,4558.400000
964,1024,1024,289,735,0,0,28.222656,100.000000,137,887,0.014160,0.000371,0.005099,8192,4674.400000
965,1024,1024,290,734,0,0,28.320312,100.000000,136,888,0.012281,0.000127,0.005122,8192,4678.400000
966,1024,1024,281,743,0,0,27.441406,100.000000,148,876,0.012958,0.000136,0.005888,8192,4630.400000
967,1024,1024,280,744,0,0,27.343750,100.000000,157,867,0.012097,0.000138,0.005073,8192,4594.400000
968,1024,1024,285,739,0,0,27.832031,100.000000,158,866,0.012578,0.000129,0.005576,8192,4590.400000
969,1024,1024,289,735,0,0,28.222656,100.000000,155,869,0.011384,0.000132,0.005114,8192,4602.400000
970,1024,1024,283,741,0,0,27.636719,100.000000,154,870,0.010946,0.000123,0.005124,8192,4606.400000
971,1024,1024,275,749,0,0,26.855469,100.000000,159,865,0.011068,0.000123,0.005441,8192,4586.400000
972,1024,1024,290,734,0,0,28.320312,100.000000,160,864,0.012078,0.000130,0.004838,8192,4582.400000
973,1024,1024,285,739,0,0,27.832031,100.000000,159,865,0.011381,0.000222,0.005359,8192,4586.400000
974,1024,1024,293,731,0,0,28.613281,100.000000,140,884,0.013426,0.000128,0.004241,8192,4662.400000
975,1024,1024,289,735,0,0,28.222656,100.000000,149,875,0.011974,0.000141,0.005051,8192,4626.400000
976,1024,1024,282,742,0,0,27.539062,100.000000,148,876,0.013545,0.000136,0.004967,8192,4630.400000
977,1024,1024,288,736,0,0,28.125000,100.000000,157,867,0.012103,0.000141,0.005474,8192,4594.400000
978,1024,1024,286,738,0,0,27.929688,100.000000,134,890,0.012766,0.000323,0.004561,8192,4686.400000
979,1024,1024,295,729,0,0,28.808594,100.000000,163,861,0.013147,0.000131,0.006821,8192,4570.400000
980,1024,1024,286,738,0,0,27.929688,100.000000,147,877,0.012223,0.000212,0.004424,8192,4634.400000
981,1024,1024,286,738,0,0,27.929688,100.000000,161,863,0.012189,0.000282,0.005256,8192,4578.400000
982,1024,1024,281,743,0,0,27.441406,100.000000,160,864,0.012617,0.000127,0.004771,8192,4582.400000
983,1024,1024,289,735,0,0,28.222656,100.000000,160,864,0.012036,0.000130,0.004791,8192,4582.400000
984,1024,1024,285,739,0,0,27.832031,100.000000,129,895,0.011916,0.000127,0.005675,8192,4706.400000
985,1024,1024,284,740,0,0,27.734375,100.000000,174,850,0.012552,0.000126,0.006266,8192,4526.400000
986,1024,1024,285,739,0,0,27.832031,100.000000,165,859,0.013354,0.000134,0.004885,8192,4562.400000
987,1024,1024,289,735,0,0,28.222656,100.000000,155,869,0.012760,0.000132,0.005292,8192,4602.400000
988,1024,1024,291,733,0,0,28.417969,100.000000,162,862,0.012066,0.000170,0.004429,8192,4574.400000
989,1024,1024,294,730,0,0,28.710938,100.000000,162,862,0.012807,0.000174,0.005288,8192,4574.400000
990,1024,1024,292,732,0,0,28.515625,100.000000,140,884,0.012722,0.000142,0.006085,8192,4662.400000
991,1024,1024,290,734,0,0,28.320312,100.000000,153,871,0.013384,0.000148,0.004736,8192,4610.400000
992,1024,1024,297,727,0,0,29.003906,100.000000,159,865,0.013788,0.000155,0.005769,8192,4586.400000
993,1024,1024,286,738,0,0,27.929688,100.000000,127,897,0.013434,0.000280,0.005939,8192,4714.400000
994,1024,1024,286,738,0,0,27.929688,100.000000,150,874,0.011996,0.000154,0.005052,8192,4622.400000
995,1024,1024,291,733,0,0,28.417969,100.000000,144,880,0.012472,0.000229,0.005442,8192,4646.400000
996,1024,1024,284,740,0,0,27.734375,100.000000,147,877,0.013037,0.000233,0.006072,8192,4634.400000
997,1024,1024,280,744,0,0,27.343750,100.000000,162,862,0.013851,0.000176,0.006069,8192,4574.400000
998,1024,1024,280,744,0,0,27.343750,100.000000,156,868,0.012990,0.000200,0.005850,8192,4598.400000
999,1024,1024,291,733,0,0,28.417969,100.000000,152,872,0.012308,0.000341,0.005052,8192,4614.400000
1000,1024,1024,293,731,0,0,28.613281,100.000000,166,858,0.012784,0.000172,0.006943,8192,4558.400000
1001,1024,1024,283,741,0,0,27.636719,100.000000,132,892,0.012105,0.000136,0.005041,8192,4694.400000
1002,1024,1024,286,738,0,0,27.929688,100.000000,142,882,0.012186,0.000317,0.006500,8192,4654.400000
1003,1024,1024,282,742,0,0,27.539062,100.000000,157,867,0.014011,0.000138,0.005306,8192,4594.400000
1004,1024,1024,300,724,0,0,29.296875,100.000000,151,873,0.011466,0.000130,0.005537,8192,4618.400000
1005,1024,1024,289,735,0,0,28.222656,100.000000,150,874,0.012773,0.000131,0.005849,8192,4622.400000
1006,1024,1024,301,723,0,0,29.394531,100.000000,163,861,0.011194,0.000134,0.006304,8192,4570.400000
1007,1024,1024,293,731,0,0,28.613281,100.000000,150,874,0.012359,0.000130,0.006080,8192,4622.400000
1008,1024,1024,288,736,0,0,28.125000,100.000000,156,868,0.014063,0.000141,0.005647,8192,4598.400000
1009,1024,1024,285,739,0,0,27.832031,100.000000,153,871,0.013304,0.000156,0.005008,8192,4610.400000
1010,1024,1024,293,731,0,0,28.613281,100.000000,139,885,0.010780,0.000135,0.005597,8192,4666.400000
1011,1024,1024,292,732,0,0,28.515625,100.000000,137,887,0.012457,0.000145,0.005234,8192,4674.400000
1012,1024,1024,280,744,0,0,27.343750,100.000000,148,876,0.012197,0.000141,0.005188,8192,4630.400000
1013,1024,1024,288,736,0,0,28.125000,100.000000,142,882,0.012455,0.000145,0.004949,8192,4654.400000
1014,1024,1024,299,725,0,0,29.199219,100.000000,144,880,0.011859,0.000130,0.005100,8192,4646.400000
1015,1024,1024,279,745,0,0,27.246094,100.000000,153,871,0.012832,0.000154,0.004485,8192,4610.400000
1016,1024,1024,282,742,0,0,27.539062,100.000000,153,871,0.013398,0.000162,0.005917,8192,4610.400000
1017,1024,1024,280,744,0,0,27.343750,100.000000,156,868,0.012186,0.000175,0.005903,8192,4598.400000
1018,1024,1024,284,740,0,0,27.734375,100.000000,132,892,0.012985,0.000145,0.005235,8192,4694.400000
1019,1024,1024,285,739,0,0,27.832031,100.000000,158,866,0.012062,0.000276,0.005606,8192,4590.400000
1020,1024,1024,286,738,0,0,27.929688,100.000000,146,878,0.011965,0.000147,0.005605,8192,4638.400000
1021,1024,1024,294,730,0,0,28.710938,100.000000,136,888,0.012501,0.000304,0.006251,8192,4678.400000
